sector_id,sector_name,exchange,symbol,description,type,full_symbol
sector_004,Ações - Energia Elétrica,BOVESPA,CPFE3,CPFL Energia ON,Ação,BOVESPA\CPFE3
sector_004,Ações - Energia Elétrica,BOVESPA,CPLE3,Copel ON,Ação,BOVESPA\CPLE3
sector_004,Ações - Energia Elétrica,BOVESPA,CSMG3,Copasa ON,Ação,BOVESPA\CSMG3
sector_004,Ações - Energia Elétrica,BOVESPA,D1EL34,BDR Duke Energy,Ação,BOVESPA\D1EL34
sector_004,Ações - Energia Elétrica,BOVESPA,E1QN34,BDR Enel,Ação,BOVESPA\E1QN34
sector_004,Ações - Energia Elétrica,BOVESPA,EGIE3,Engie Brasil ON,Ação,BOVESPA\EGIE3
sector_004,Ações - Energia Elétrica,BOVESPA,EKTR4,Elektro PN,Ação,BOVESPA\EKTR4
sector_004,Ações - Energia Elétrica,BOVESPA,EMAE3,Emae ON,Ação,BOVESPA\EMAE3
sector_004,Ações - Energia Elétrica,BOVESPA,EMAE4,Emae PN,Ação,BOVESPA\EMAE4
sector_004,Ações - Energia Elétrica,BOVESPA,ENER3,Energias Brasil ON,Ação,BOVESPA\ENER3
sector_004,Ações - Energia Elétrica,BOVESPA,ENEV3,Eneva ON,Ação,BOVESPA\ENEV3
sector_004,Ações - Energia Elétrica,BOVESPA,ENGI11,Energisa UNT,Ação,BOVESPA\ENGI11
sector_004,Ações - Energia Elétrica,BOVESPA,ENGI3,Energisa ON,Ação,BOVESPA\ENGI3
sector_004,Ações - Energia Elétrica,BOVESPA,ENGI4,Energisa PN,Ação,BOVESPA\ENGI4
sector_004,Ações - Energia Elétrica,BOVESPA,EPAR3,EPAR ON,Ação,BOVESPA\EPAR3
sector_004,Ações - Energia Elétrica,BOVESPA,EQPA3,Equatorial Pará ON,Ação,BOVESPA\EQPA3
sector_004,Ações - Energia Elétrica,BOVESPA,EQTL3,Equatorial ON,Ação,BOVESPA\EQTL3
sector_004,Ações - Energia Elétrica,BOVESPA,GEPA4,Gepetro PN,Ação,BOVESPA\GEPA4
sector_004,Ações - Energia Elétrica,BOVESPA,ISAE3,Isa Cteep ON,Ação,BOVESPA\ISAE3
sector_004,Ações - Energia Elétrica,BOVESPA,ISAE4,Isa Cteep PN,Ação,BOVESPA\ISAE4
sector_004,Ações - Energia Elétrica,BOVESPA,LIGT3,Light ON,Ação,BOVESPA\LIGT3
sector_004,Ações - Energia Elétrica,BOVESPA,NEOE3,Neoenergia ON,Ação,BOVESPA\NEOE3
sector_004,Ações - Energia Elétrica,BOVESPA,REDE3,Rede Energia ON,Ação,BOVESPA\REDE3
sector_004,Ações - Energia Elétrica,BOVESPA,RNEW3,Rio Verde ON,Ação,BOVESPA\RNEW3
sector_004,Ações - Energia Elétrica,BOVESPA,RNEW4,Rio Verde PN,Ação,BOVESPA\RNEW4
sector_004,Ações - Energia Elétrica,BOVESPA,SNSY3,Sanepar ON,Ação,BOVESPA\SNSY3
sector_004,Ações - Energia Elétrica,BOVESPA,SNSY5,Sanepar PNA,Ação,BOVESPA\SNSY5
sector_004,Ações - Energia Elétrica,BOVESPA,TAEE11,Taesa UNT,Ação,BOVESPA\TAEE11
sector_004,Ações - Energia Elétrica,BOVESPA,TAEE3,Taesa ON,Ação,BOVESPA\TAEE3
sector_004,Ações - Energia Elétrica,BOVESPA,TAEE4,Taesa PN,Ação,BOVESPA\TAEE4
sector_004,Ações - Energia Elétrica,BOVESPA,W1EL34,BDR Williams Cos,Ação,BOVESPA\W1EL34
sector_005,Ações - Financeiro - Bancos,BOVESPA,ABCB4,ABC Brasil PN,Ação,BOVESPA\ABCB4
sector_005,Ações - Financeiro - Bancos,BOVESPA,B3SA3,B3 ON,Ação,BOVESPA\B3SA3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BAZA3,Banco da Amazônia ON,Ação,BOVESPA\BAZA3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BBAS3,Banco do Brasil ON,Ação,BOVESPA\BBAS3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BBDC3,Bradesco ON,Ação,BOVESPA\BBDC3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BBDC4,Bradesco PN,Ação,BOVESPA\BBDC4
sector_005,Ações - Financeiro - Bancos,BOVESPA,BCSA34,BDR BofA,Ação,BOVESPA\BCSA34
sector_005,Ações - Financeiro - Bancos,BOVESPA,BEES3,Banestes ON,Ação,BOVESPA\BEES3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BEES4,Banestes PN,Ação,BOVESPA\BEES4
sector_005,Ações - Financeiro - Bancos,BOVESPA,BERK34,BDR Berkshire Hathaway,Ação,BOVESPA\BERK34
sector_005,Ações - Financeiro - Bancos,BOVESPA,BGIP3,Banese ON,Ação,BOVESPA\BGIP3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BGIP4,Banese PN,Ação,BOVESPA\BGIP4
sector_005,Ações - Financeiro - Bancos,BOVESPA,BMEB3,BRB ON,Ação,BOVESPA\BMEB3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BMEB4,BRB PN,Ação,BOVESPA\BMEB4
sector_005,Ações - Financeiro - Bancos,BOVESPA,BMGB4,BMG PN,Ação,BOVESPA\BMGB4
sector_005,Ações - Financeiro - Bancos,BOVESPA,BNBR3,Banco do Nordeste ON,Ação,BOVESPA\BNBR3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BPAC11,BTG Pactual UNT,Ação,BOVESPA\BPAC11
sector_005,Ações - Financeiro - Bancos,BOVESPA,BPAC3,BTG Pactual ON,Ação,BOVESPA\BPAC3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BPAC5,BTG Pactual PNA,Ação,BOVESPA\BPAC5
sector_005,Ações - Financeiro - Bancos,BOVESPA,BRSR3,Banrisul ON,Ação,BOVESPA\BRSR3
sector_005,Ações - Financeiro - Bancos,BOVESPA,BRSR6,Banrisul PNB,Ação,BOVESPA\BRSR6
sector_005,Ações - Financeiro - Bancos,BOVESPA,BSLI3,BSL Investments ON,Ação,BOVESPA\BSLI3
sector_005,Ações - Financeiro - Bancos,BOVESPA,CXSE3,Caixa Seg ON,Ação,BOVESPA\CXSE3
sector_005,Ações - Financeiro - Bancos,BOVESPA,ITSA3,Itaúsa ON,Ação,BOVESPA\ITSA3
sector_005,Ações - Financeiro - Bancos,BOVESPA,ITSA4,Itaúsa PN,Ação,BOVESPA\ITSA4
sector_005,Ações - Financeiro - Bancos,BOVESPA,ITUB3,Itaú Unibanco ON,Ação,BOVESPA\ITUB3
sector_005,Ações - Financeiro - Bancos,BOVESPA,ITUB4,Itaú Unibanco PN,Ação,BOVESPA\ITUB4
sector_005,Ações - Financeiro - Bancos,BOVESPA,JPMC34,BDR JPMorgan,Ação,BOVESPA\JPMC34
sector_005,Ações - Financeiro - Bancos,BOVESPA,PINE4,Pine PN,Ação,BOVESPA\PINE4
sector_005,Ações - Financeiro - Bancos,BOVESPA,SANB11,Santander BR UNT,Ação,BOVESPA\SANB11
sector_005,Ações - Financeiro - Bancos,BOVESPA,SANB3,Santander BR ON,Ação,BOVESPA\SANB3
sector_005,Ações - Financeiro - Bancos,BOVESPA,SANB4,Santander BR PN,Ação,BOVESPA\SANB4
sector_005,Ações - Financeiro - Bancos,BOVESPA,UBSG34,BDR UBS,Ação,BOVESPA\UBSG34
sector_005,Ações - Financeiro - Bancos,BOVESPA,WFCO34,BDR Wells Fargo,Ação,BOVESPA\WFCO34
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,AMOB3,Amob ON,Ação,BOVESPA\AMOB3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,BMKS3,Bemobi ON,Ação,BOVESPA\BMKS3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,CASH3,Méliuz ON,Ação,BOVESPA\CASH3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,CVCB3,CVC Brasil ON,Ação,BOVESPA\CVCB3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,DOTZ3,Dotz ON,Ação,BOVESPA\DOTZ3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,IFCM3,IFCM ON,Ação,BOVESPA\IFCM3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,MELI34,BDR MercadoLibre,Ação,BOVESPA\MELI34
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,NUIF11,ETF Nubank,Ação,BOVESPA\NUIF11
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,PAGS34,BDR PagSeguro,Ação,BOVESPA\PAGS34
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,PGCO34,BDR Pagseguro C,Ação,BOVESPA\PGCO34
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,POSI3,Positivo ON,Ação,BOVESPA\POSI3
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,PYPL34,BDR PayPal,Ação,BOVESPA\PYPL34
sector_006,Ações - Financeiro - Fintechs/Pagamentos,BOVESPA,VISA34,BDR Visa,Ação,BOVESPA\VISA34
sector_007,Ações - Financeiro - Seguros,BOVESPA,BBSE3,BB Seguridade ON,Ação,BOVESPA\BBSE3
sector_007,Ações - Financeiro - Seguros,BOVESPA,CXSE3,Caixa Seguridade ON,Ação,BOVESPA\CXSE3
sector_007,Ações - Financeiro - Seguros,BOVESPA,IRBR3,IRB Brasil ON,Ação,BOVESPA\IRBR3
sector_007,Ações - Financeiro - Seguros,BOVESPA,PSSA3,Porto Seguro ON,Ação,BOVESPA\PSSA3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,AURA33,Aura Minerals BDR,Ação,BOVESPA\AURA33
sector_009,Ações - Mineração e Siderurgia,BOVESPA,BRAP3,Bradespar ON,Ação,BOVESPA\BRAP3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,BRAP4,Bradespar PN,Ação,BOVESPA\BRAP4
sector_009,Ações - Mineração e Siderurgia,BOVESPA,CAMB3,Cambuci ON,Ação,BOVESPA\CAMB3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,CAML3,Camil ON,Ação,BOVESPA\CAML3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,CMIN3,CSN Mineração ON,Ação,BOVESPA\CMIN3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,CSNA3,CSN ON,Ação,BOVESPA\CSNA3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,FESA4,Ferbasa PN,Ação,BOVESPA\FESA4
sector_009,Ações - Mineração e Siderurgia,BOVESPA,GGBR3,Gerdau ON,Ação,BOVESPA\GGBR3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,GGBR4,Gerdau PN,Ação,BOVESPA\GGBR4
sector_009,Ações - Mineração e Siderurgia,BOVESPA,GOAU3,Gerdau MetalúrgicaON,Ação,BOVESPA\GOAU3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,GOAU4,Gerdau Metalúrgica PN,Ação,BOVESPA\GOAU4
sector_009,Ações - Mineração e Siderurgia,BOVESPA,INEP3,Inepar ON,Ação,BOVESPA\INEP3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,INEP4,Inepar PN,Ação,BOVESPA\INEP4
sector_009,Ações - Mineração e Siderurgia,BOVESPA,KEPL3,Kepler Weber ON,Ação,BOVESPA\KEPL3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,MYPK3,Iochpe-Maxion ON,Ação,BOVESPA\MYPK3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,ROMI3,Romi ON,Ação,BOVESPA\ROMI3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,TTEN3,Três Tentos ON,Ação,BOVESPA\TTEN3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,TUPY3,Tupy ON,Ação,BOVESPA\TUPY3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,USIM3,Usiminas ON,Ação,BOVESPA\USIM3
sector_009,Ações - Mineração e Siderurgia,BOVESPA,USIM5,Usiminas PNA,Ação,BOVESPA\USIM5
sector_009,Ações - Mineração e Siderurgia,BOVESPA,VALE3,Vale ON,Ação,BOVESPA\VALE3
sector_010,Ações - Outros Setores Brasil,BOVESPA,ALLD3,Allied ON,Ação,BOVESPA\ALLD3
sector_010,Ações - Outros Setores Brasil,BOVESPA,ATTA3,Atta ON,Ação,BOVESPA\ATTA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,BBAS11,BB Seguridade UNT,Ação,BOVESPA\BBAS11
sector_010,Ações - Outros Setores Brasil,BOVESPA,CLSC4,Celesc PN,Ação,BOVESPA\CLSC4
sector_010,Ações - Outros Setores Brasil,BOVESPA,CRPG5,Cremer PNA,Ação,BOVESPA\CRPG5
sector_010,Ações - Outros Setores Brasil,BOVESPA,CTSA3,Santanense ON,Ação,BOVESPA\CTSA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,CTSA4,Santanense PN,Ação,BOVESPA\CTSA4
sector_010,Ações - Outros Setores Brasil,BOVESPA,DESK3,Desktop ON,Ação,BOVESPA\DESK3
sector_010,Ações - Outros Setores Brasil,BOVESPA,ESPA3,Espaço Smart ON,Ação,BOVESPA\ESPA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,ETER3,Eternit ON,Ação,BOVESPA\ETER3
sector_010,Ações - Outros Setores Brasil,BOVESPA,FHER3,FHer ON,Ação,BOVESPA\FHER3
sector_010,Ações - Outros Setores Brasil,BOVESPA,FIQE3,FIQe ON,Ação,BOVESPA\FIQE3
sector_010,Ações - Outros Setores Brasil,BOVESPA,GRND3,Grendene ON,Ação,BOVESPA\GRND3
sector_010,Ações - Outros Setores Brasil,BOVESPA,HAGA3,Haga ON,Ação,BOVESPA\HAGA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,HAGA4,Haga PN,Ação,BOVESPA\HAGA4
sector_010,Ações - Outros Setores Brasil,BOVESPA,IGSN3,Igs Nato ON,Ação,BOVESPA\IGSN3
sector_010,Ações - Outros Setores Brasil,BOVESPA,LPSB3,Lopes BR ON,Ação,BOVESPA\LPSB3
sector_010,Ações - Outros Setores Brasil,BOVESPA,LUPA3,Lupa ON,Ação,BOVESPA\LUPA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,MILS3,Mills ON,Ação,BOVESPA\MILS3
sector_010,Ações - Outros Setores Brasil,BOVESPA,MULT3,Multiplan ON,Ação,BOVESPA\MULT3
sector_010,Ações - Outros Setores Brasil,BOVESPA,NGRD3,Norgrid ON,Ação,BOVESPA\NGRD3
sector_010,Ações - Outros Setores Brasil,BOVESPA,OPCT3,Opctar ON,Ação,BOVESPA\OPCT3
sector_010,Ações - Outros Setores Brasil,BOVESPA,RCSL3,Recrusul ON,Ação,BOVESPA\RCSL3
sector_010,Ações - Outros Setores Brasil,BOVESPA,RCSL4,Recrusul PN,Ação,BOVESPA\RCSL4
sector_010,Ações - Outros Setores Brasil,BOVESPA,RENT3,Localiza ON,Ação,BOVESPA\RENT3
sector_010,Ações - Outros Setores Brasil,BOVESPA,ROMI3,Romi ON,Ação,BOVESPA\ROMI3
sector_010,Ações - Outros Setores Brasil,BOVESPA,SCAR3,São Carlos ON,Ação,BOVESPA\SCAR3
sector_010,Ações - Outros Setores Brasil,BOVESPA,SEQL3,Sequoia ON,Ação,BOVESPA\SEQL3
sector_010,Ações - Outros Setores Brasil,BOVESPA,SHUL4,Schulz PN,Ação,BOVESPA\SHUL4
sector_010,Ações - Outros Setores Brasil,BOVESPA,TASA3,Tasters ON,Ação,BOVESPA\TASA3
sector_010,Ações - Outros Setores Brasil,BOVESPA,TASA4,Tasters PN,Ação,BOVESPA\TASA4
sector_010,Ações - Outros Setores Brasil,BOVESPA,VITT3,Vittia ON,Ação,BOVESPA\VITT3
sector_010,Ações - Outros Setores Brasil,BOVESPA,VULC3,Vulcabras ON,Ação,BOVESPA\VULC3
sector_010,Ações - Outros Setores Brasil,BOVESPA,WEGE3,WEG ON,Ação,BOVESPA\WEGE3
sector_011,Ações - Papel e Celulose,BOVESPA,KLBN11,Klabin UNT,Ação,BOVESPA\KLBN11
sector_011,Ações - Papel e Celulose,BOVESPA,KLBN3,Klabin ON,Ação,BOVESPA\KLBN3
sector_011,Ações - Papel e Celulose,BOVESPA,KLBN4,Klabin PN,Ação,BOVESPA\KLBN4
sector_011,Ações - Papel e Celulose,BOVESPA,POMO3,Marcopolo ON,Ação,BOVESPA\POMO3
sector_011,Ações - Papel e Celulose,BOVESPA,POMO4,Marcopolo PN,Ação,BOVESPA\POMO4
sector_011,Ações - Papel e Celulose,BOVESPA,RANI3,Irani ON,Ação,BOVESPA\RANI3
sector_011,Ações - Papel e Celulose,BOVESPA,SUZB3,Suzano ON,Ação,BOVESPA\SUZB3
sector_012,Ações - Petroquímica e Química,BOVESPA,BRKM3,Braskem ON,Ação,BOVESPA\BRKM3
sector_012,Ações - Petroquímica e Química,BOVESPA,BRKM5,Braskem PNA,Ação,BOVESPA\BRKM5
sector_012,Ações - Petroquímica e Química,BOVESPA,BRKM6,Braskem PNB,Ação,BOVESPA\BRKM6
sector_012,Ações - Petroquímica e Química,BOVESPA,CATP34,BDR Caterpillar,Ação,BOVESPA\CATP34
sector_012,Ações - Petroquímica e Química,BOVESPA,UNIP3,Unipac ON,Ação,BOVESPA\UNIP3
sector_012,Ações - Petroquímica e Química,BOVESPA,UNIP6,Unipac PNB,Ação,BOVESPA\UNIP6
sector_013,Ações - Petróleo e Gás,BOVESPA,ATTB34,BDR AT&T,Ação,BOVESPA\ATTB34
sector_013,Ações - Petróleo e Gás,BOVESPA,BRAV3,Brava Energia ON,Ação,BOVESPA\BRAV3
sector_013,Ações - Petróleo e Gás,BOVESPA,CHVX34,BDR Chevron,Ação,BOVESPA\CHVX34
